CODE ,DESCRIPTION,QTY,UNIT PRICE,DATE,TIME,TYPE,PAYMENT METHOD,TOTAL AMOUNT
5A,Thai Patpet Sauce Chicken,1,8,28/12/2024,16:15:04,Take Out,QR Pay,8
4B,Gong Bao Sauce Fish,1,8,28/12/2024,16:17:13,Take Out,QR Pay,8
6A,Si Chuan Mala Sauce Chicken,1,8,28/12/2024,16:17:13,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,28/12/2024,16:17:13,Take Out,QR Pay,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,28/12/2024,16:20:59,Take Out,QR Pay,8.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,28/12/2024,16:20:59,Take Out,QR Pay,5
8A,Black Paper Sauce Chicken,1,8,28/12/2024,16:33:40,Dine In,Cash,8
1B,Salt Egg Butter Milk Fish,1,9,28/12/2024,16:33:40,Dine In,Cash,9
3B,Jin Xiang Sauce Fish,1,8,28/12/2024,16:33:40,Dine In,Cash,8
2A,Sweet & Sour Sauce Chicken,1,7,28/12/2024,16:34:30,Take Out,QR Pay,7
9M,Salt Egg Mala Sauce Duck,1,9,28/12/2024,16:34:30,Take Out,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,28/12/2024,16:34:30,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,28/12/2024,16:50:05,Dine In,Cash,8
9,Teriyaki Sauce Duck,1,9,28/12/2024,16:50:05,Dine In,Cash,9
5B,Thai Patpet Sauce Fish,1,9,28/12/2024,16:50:05,Dine In,Cash,9
2A,Sweet & Sour Sauce Chicken,1,7,28/12/2024,17:03:48,Take Out,QR Pay,7
3B,Jin Xiang Sauce Fish,1,8,28/12/2024,17:03:48,Take Out,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,28/12/2024,17:06:07,Dine In,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,28/12/2024,17:06:07,Dine In,QR Pay,6.5
9,Teriyaki Sauce Duck,1,9,28/12/2024,17:06:07,Dine In,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,28/12/2024,17:06:45,Take Out,QR Pay,9.5
14,Cantonise Yi Mee,1,6.5,28/12/2024,17:06:45,Take Out,QR Pay,6.5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,28/12/2024,17:14:02,Dine In,Cash,9.5
9M,Salt Egg Mala Sauce Duck,1,9,28/12/2024,17:14:02,Dine In,Cash,9
7B,Honey Sauce Fish,1,9,28/12/2024,17:14:02,Dine In,Cash,9
1A,Salt Egg Butter Milk Chicken,2,8,28/12/2024,17:16:46,Dine In,QR Pay,16
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,28/12/2024,17:17:14,Take Out,QR Pay,8.5
11C,Fried Golden Fish Roll (2 pcs),1,5,28/12/2024,17:17:14,Take Out,QR Pay,5
7B,Honey Sauce Fish,1,9,28/12/2024,17:17:14,Take Out,QR Pay,9
9,Teriyaki Sauce Duck,1,9,28/12/2024,17:21:31,Take Out,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,28/12/2024,17:21:31,Take Out,QR Pay,8
8A,Black Paper Sauce Chicken,1,8,28/12/2024,17:24:10,Take Out,QR Pay,8
9,Teriyaki Sauce Duck,1,9,28/12/2024,17:24:10,Take Out,QR Pay,9
9,Teriyaki Sauce Duck,1,9,28/12/2024,17:27:30,Take Out,QR Pay,9
6B,Si Chuan Mala Sauce Fish,1,9,28/12/2024,17:27:30,Take Out,QR Pay,9
7A,Honey Sauce Chicken,1,8,28/12/2024,17:27:30,Take Out,QR Pay,8
8B,Black Paper Sauce Fish,1,9,28/12/2024,17:32:51,Take Out,QR Pay,9
5A,Thai Patpet Sauce Chicken,1,8,28/12/2024,17:38:54,Dine In,QR Pay,8
14,Cantonise Yi Mee,1,6.5,28/12/2024,17:40:32,Take Out,QR Pay,6.5
5A,Thai Patpet Sauce Chicken,1,8,28/12/2024,17:42:14,Take Out,QR Pay,8
2A,Sweet & Sour Sauce Chicken,1,7,28/12/2024,17:44:21,Take Out,QR Pay,7
6B,Si Chuan Mala Sauce Fish,1,9,28/12/2024,17:44:21,Take Out,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,28/12/2024,17:50:59,Dine In,QR Pay,9.5
3A,Jin Xiang Sauce Chicken,1,7,28/12/2024,17:55:06,Take Out,QR Pay,7
11C,Fried Golden Fish Roll (2 pcs),1,5,28/12/2024,17:55:06,Take Out,QR Pay,5
8B,Black Paper Sauce Fish,1,9,29/12/2024,11:05:05,Dine In,Cash,9
9B,Black Pepper Sauce Duck,1,9,29/12/2024,11:05:05,Dine In,Cash,9
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,11:05:05,Dine In,Cash,5
9,Teriyaki Sauce Duck,1,9,29/12/2024,11:06,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,11:06,Take Out,QR Pay,8
4B,Gong Bao Sauce Fish,1,8,29/12/2024,11:06,Take Out,QR Pay,8
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,29/12/2024,11:23:11,Take Out,QR Pay,8.5
4B,Gong Bao Sauce Fish,1,8,29/12/2024,11:23:11,Take Out,QR Pay,8
6A,Si Chuan Mala Sauce Chicken,1,8,29/12/2024,11:23:11,Take Out,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,29/12/2024,11:24:20,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,11:24:20,Take Out,QR Pay,8
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,11:24:20,Take Out,QR Pay,5
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,11:28:11,Dine In,Cash,5
2B,Sweet & Sour Sauce Fish,2,8,29/12/2024,11:29:47,Dine In,Cash,16
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,11:29:47,Dine In,Cash,5
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,11:41:59,Dine In,Cash,5
7B,Honey Sauce Fish,1,9,29/12/2024,11:41:59,Dine In,Cash,9
8B,Black Paper Sauce Fish,1,9,29/12/2024,11:42:36,Dine In,Cash,9
5B,Thai Patpet Sauce Fish,1,9,29/12/2024,11:42:36,Dine In,Cash,9
7A,Honey Sauce Chicken,1,8,29/12/2024,11:42:36,Dine In,Cash,8
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,11:42:37,Take Out,QR Pay,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,11:42:37,Take Out,QR Pay,5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,29/12/2024,11:43:24,Take Out,QR Pay,9.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,11:43:24,Take Out,QR Pay,5
7B,Honey Sauce Fish,1,9,29/12/2024,11:46:40,Dine In,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,29/12/2024,11:48:47,Dine In,QR Pay,5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,11:55:26,Take Out,QR Pay,6.5
5A,Thai Patpet Sauce Chicken,1,8,29/12/2024,11:55:26,Take Out,QR Pay,8
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,29/12/2024,11:56:37,Take Out,QR Pay,9.5
3B,Jin Xiang Sauce Fish,1,8,29/12/2024,11:56:37,Take Out,QR Pay,8
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,11:57:59,Dine In,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,29/12/2024,11:57:59,Dine In,QR Pay,8
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,12:01:27,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,29/12/2024,12:02:32,Take Out,QR Pay,8
2A,Sweet & Sour Sauce Chicken,1,7,29/12/2024,12:02:32,Take Out,QR Pay,7
14,Cantonise Yi Mee,1,6.5,29/12/2024,12:03:01,Dine In,QR Pay,6.5
1A,Salt Egg Butter Milk Chicken,1,8,29/12/2024,12:08:31,Dine In,Cash,8
9,Teriyaki Sauce Duck,1,9,29/12/2024,12:13:17,Dine In,Cash,9
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,12:13:17,Dine In,Cash,9
3B,Jin Xiang Sauce Fish,1,8,29/12/2024,12:13:17,Dine In,Cash,8
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,12:21:09,Dine In,Cash,5
7A,Honey Sauce Chicken,1,8,29/12/2024,12:21:09,Dine In,Cash,8
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,12:28:44,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,12:28:44,Take Out,QR Pay,8
8B,Black Paper Sauce Fish,1,9,29/12/2024,12:28:48,Dine In,Cash,9
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,12:28:48,Dine In,Cash,5
1A,Salt Egg Butter Milk Chicken,1,8,29/12/2024,12:29:59,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,29/12/2024,12:29:59,Take Out,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,29/12/2024,12:33:36,Take Out,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,29/12/2024,12:33:36,Take Out,QR Pay,9.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,12:33:36,Take Out,QR Pay,5
14,Cantonise Yi Mee,1,6.5,29/12/2024,12:37:03,Dine In,Cash,6.5
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,12:37:03,Dine In,Cash,5
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,12:49:17,Dine In,QR Pay,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,29/12/2024,12:49:22,Take Out,QR Pay,8.5
5B,Thai Patpet Sauce Fish,1,9,29/12/2024,12:49:22,Take Out,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,12:49:36,Take Out,QR Pay,5
7A,Honey Sauce Chicken,1,8,29/12/2024,12:49:36,Take Out,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,29/12/2024,12:52:29,Take Out,QR Pay,9
2A,Sweet & Sour Sauce Chicken,1,7,29/12/2024,12:52:29,Take Out,QR Pay,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,12:52:29,Take Out,QR Pay,5
5A,Thai Patpet Sauce Chicken,1,8,29/12/2024,12:56:40,Take Out,QR Pay,8
7A,Honey Sauce Chicken,1,8,29/12/2024,13:00:50,Dine In,Cash,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,13:04:54,Dine In,Cash,6.5
3A,Jin Xiang Sauce Chicken,1,7,29/12/2024,13:04:54,Dine In,Cash,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,13:06:14,Dine In,QR Pay,5
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,13:06:33,Dine In,QR Pay,5
5A,Thai Patpet Sauce Chicken,1,8,29/12/2024,13:06:33,Dine In,QR Pay,8
2A,Sweet & Sour Sauce Chicken,1,7,29/12/2024,13:13:17,Take Out,QR Pay,7
9B,Black Pepper Sauce Duck,1,9,29/12/2024,13:13:17,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,29/12/2024,13:13:17,Take Out,QR Pay,7
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,13:13:31,Take Out,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,29/12/2024,13:13:31,Take Out,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,29/12/2024,13:13:31,Take Out,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,29/12/2024,13:16:42,Take Out,QR Pay,5
14,Cantonise Yi Mee,1,6.5,29/12/2024,13:19:35,Dine In,QR Pay,6.5
4B,Gong Bao Sauce Fish,1,8,29/12/2024,13:19:35,Dine In,QR Pay,8
14,Cantonise Yi Mee,1,6.5,29/12/2024,13:19:58,Dine In,Cash,6.5
8A,Black Paper Sauce Chicken,1,8,29/12/2024,13:44:36,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,29/12/2024,13:48:11,Dine In,Cash,8
3A,Jin Xiang Sauce Chicken,1,7,29/12/2024,13:48:11,Dine In,Cash,7
11C,Fried Golden Fish Roll (2 pcs),1,5,29/12/2024,13:49:42,Dine In,QR Pay,5
7A,Honey Sauce Chicken,1,8,29/12/2024,13:49:42,Dine In,QR Pay,8
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,13:51:10,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,29/12/2024,13:51:10,Take Out,QR Pay,7
7B,Honey Sauce Fish,1,9,29/12/2024,13:51:10,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,29/12/2024,13:58:15,Take Out,QR Pay,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,14:02:37,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,29/12/2024,14:02:37,Take Out,QR Pay,8
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,14:07:12,Dine In,QR Pay,8
5A,Thai Patpet Sauce Chicken,1,8,29/12/2024,14:09,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,29/12/2024,14:09,Take Out,QR Pay,9
1A,Salt Egg Butter Milk Chicken,1,8,29/12/2024,14:09:46,Dine In,QR Pay,8
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,29/12/2024,14:09:46,Dine In,QR Pay,9.5
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,14:09:46,Dine In,QR Pay,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,29/12/2024,14:11:58,Dine In,QR Pay,8.5
9B,Black Pepper Sauce Duck,1,9,29/12/2024,14:11:58,Dine In,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,14:19:19,Dine In,QR Pay,6.5
4B,Gong Bao Sauce Fish,1,8,29/12/2024,14:19:19,Dine In,QR Pay,8
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,14:24:55,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,14:24:55,Take Out,QR Pay,8
4A,Gong Bao Sauce Chicken,1,7,29/12/2024,14:24:55,Take Out,QR Pay,7
8B,Black Paper Sauce Fish,1,9,29/12/2024,14:25:57,Take Out,QR Pay,9
4B,Gong Bao Sauce Fish,1,8,29/12/2024,14:25:57,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,29/12/2024,14:26:15,Dine In,Cash,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,14:26:15,Dine In,Cash,6.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,14:26:15,Dine In,Cash,5
1B,Salt Egg Butter Milk Fish,1,9,29/12/2024,14:29:22,Dine In,Cash,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,14:29:22,Dine In,Cash,5
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,14:29:22,Dine In,Cash,5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,14:30:51,Dine In,Cash,6.5
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,14:30:51,Dine In,Cash,8
6A,Si Chuan Mala Sauce Chicken,1,8,29/12/2024,14:36:51,Take Out,QR Pay,8
14,Cantonise Yi Mee,1,6.5,29/12/2024,14:42:03,Dine In,Cash,6.5
3A,Jin Xiang Sauce Chicken,1,7,29/12/2024,14:42:03,Dine In,Cash,7
8B,Black Paper Sauce Fish,1,9,29/12/2024,14:45:40,Take Out,QR Pay,9
7A,Honey Sauce Chicken,1,8,29/12/2024,14:45:40,Take Out,QR Pay,8
4B,Gong Bao Sauce Fish,1,8,29/12/2024,14:50:14,Dine In,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,14:50:43,Take Out,QR Pay,6.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,14:51:21,Take Out,QR Pay,5
4A,Gong Bao Sauce Chicken,1,7,29/12/2024,14:51:21,Take Out,QR Pay,7
9B,Black Pepper Sauce Duck,1,9,29/12/2024,14:52:12,Dine In,Cash,9
14,Cantonise Yi Mee,1,6.5,29/12/2024,14:55:37,Dine In,QR Pay,6.5
9,Teriyaki Sauce Duck,1,9,29/12/2024,14:55:37,Dine In,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,29/12/2024,14:55:37,Dine In,QR Pay,8
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,29/12/2024,14:57:18,Take Out,QR Pay,9.5
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,14:57:18,Take Out,QR Pay,8
4A,Gong Bao Sauce Chicken,1,7,29/12/2024,14:57:18,Take Out,QR Pay,7
1B,Salt Egg Butter Milk Fish,1,9,29/12/2024,14:57:56,Take Out,QR Pay,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,14:57:56,Take Out,QR Pay,5
11,Fried Chicken Wan-Tan (5 pcs),1,5,29/12/2024,14:58:35,Dine In,QR Pay,5
8B,Black Paper Sauce Fish,1,9,29/12/2024,15:09:08,Dine In,Cash,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,29/12/2024,15:09:08,Dine In,Cash,8.5
14,Cantonise Yi Mee,1,6.5,29/12/2024,15:11:12,Take Out,QR Pay,6.5
11C,Fried Golden Fish Roll (2 pcs),1,5,29/12/2024,15:11:12,Take Out,QR Pay,5
2A,Sweet & Sour Sauce Chicken,1,7,29/12/2024,15:11:30,Dine In,QR Pay,7
6B,Si Chuan Mala Sauce Fish,1,9,29/12/2024,15:11:30,Dine In,QR Pay,9
6B,Si Chuan Mala Sauce Fish,1,9,29/12/2024,15:13:12,Take Out,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,15:15:56,Take Out,QR Pay,6.5
4B,Gong Bao Sauce Fish,1,8,29/12/2024,15:15:56,Take Out,QR Pay,8
7A,Honey Sauce Chicken,1,8,29/12/2024,15:15:56,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,29/12/2024,15:24:13,Take Out,QR Pay,8
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,15:24:13,Take Out,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,15:25:57,Dine In,QR Pay,6.5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,29/12/2024,15:25:57,Dine In,QR Pay,9.5
2A,Sweet & Sour Sauce Chicken,1,7,29/12/2024,15:25:57,Dine In,QR Pay,7
9,Teriyaki Sauce Duck,1,9,29/12/2024,15:45:45,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,15:45:45,Take Out,QR Pay,8
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,15:45:45,Take Out,QR Pay,5
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,15:52:41,Dine In,QR Pay,5
8A,Black Paper Sauce Chicken,1,8,29/12/2024,15:54:27,Dine In,QR Pay,8
5B,Thai Patpet Sauce Fish,2,9,29/12/2024,15:54:27,Dine In,QR Pay,18
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,15:56:56,Dine In,Cash,6.5
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,15:56:56,Dine In,Cash,5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,29/12/2024,15:59:58,Dine In,Cash,9.5
11C,Fried Golden Fish Roll (2 pcs),1,5,29/12/2024,15:59:58,Dine In,Cash,5
1A,Salt Egg Butter Milk Chicken,1,8,29/12/2024,16:01:10,Dine In,Cash,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,16:01:10,Dine In,Cash,6.5
4B,Gong Bao Sauce Fish,1,8,29/12/2024,16:01:10,Dine In,Cash,8
9,Teriyaki Sauce Duck,1,9,29/12/2024,16:03:14,Dine In,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,16:03:14,Dine In,QR Pay,5
3B,Jin Xiang Sauce Fish,1,8,29/12/2024,16:03:15,Take Out,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,29/12/2024,16:10:20,Dine In,QR Pay,9
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,16:12:06,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,16:12:06,Take Out,QR Pay,5
4B,Gong Bao Sauce Fish,1,8,29/12/2024,16:13:17,Dine In,QR Pay,8
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,16:18:25,Dine In,Cash,8
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,16:18:25,Dine In,Cash,9
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,16:27:18,Take Out,QR Pay,5
6B,Si Chuan Mala Sauce Fish,1,9,29/12/2024,16:27:45,Dine In,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,29/12/2024,16:28:25,Dine In,QR Pay,5
4B,Gong Bao Sauce Fish,1,8,29/12/2024,16:28:25,Dine In,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,29/12/2024,16:30:58,Take Out,QR Pay,9
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,16:30:58,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,29/12/2024,16:30:58,Take Out,QR Pay,7
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,16:33:15,Take Out,QR Pay,6.5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,29/12/2024,16:34:05,Take Out,QR Pay,9.5
9B,Black Pepper Sauce Duck,1,9,29/12/2024,16:34:05,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,16:34:05,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,29/12/2024,16:35:55,Dine In,Cash,8
2A,Sweet & Sour Sauce Chicken,1,7,29/12/2024,16:39:26,Take Out,QR Pay,7
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,16:39:26,Take Out,QR Pay,8
7B,Honey Sauce Fish,1,9,29/12/2024,16:39:26,Take Out,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,29/12/2024,16:43:40,Take Out,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,29/12/2024,16:43:40,Take Out,QR Pay,5
9B,Black Pepper Sauce Duck,1,9,29/12/2024,16:49:43,Dine In,Cash,9
7B,Honey Sauce Fish,1,9,29/12/2024,16:49:43,Dine In,Cash,9
3A,Jin Xiang Sauce Chicken,1,7,29/12/2024,16:56:38,Take Out,QR Pay,7
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,16:56:38,Take Out,QR Pay,5
8B,Black Paper Sauce Fish,1,9,29/12/2024,16:57:31,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,29/12/2024,16:57:31,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,29/12/2024,17:17:38,Take Out,QR Pay,9
9,Teriyaki Sauce Duck,1,9,29/12/2024,17:20:34,Dine In,Cash,9
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,17:21:22,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,17:22:38,Take Out,QR Pay,5
8B,Black Paper Sauce Fish,1,9,29/12/2024,17:24:14,Dine In,QR Pay,9
14,Cantonise Yi Mee,1,6.5,29/12/2024,17:24:14,Dine In,QR Pay,6.5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,17:24:47,Take Out,QR Pay,6.5
14,Cantonise Yi Mee,1,6.5,29/12/2024,17:24:47,Take Out,QR Pay,6.5
3B,Jin Xiang Sauce Fish,1,8,29/12/2024,17:24:47,Take Out,QR Pay,8
7A,Honey Sauce Chicken,1,8,29/12/2024,17:25:13,Take Out,QR Pay,8
14,Cantonise Yi Mee,1,6.5,29/12/2024,17:29:10,Dine In,Cash,6.5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,29/12/2024,17:35:02,Dine In,QR Pay,8.5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,29/12/2024,17:39:50,Dine In,QR Pay,9.5
4B,Gong Bao Sauce Fish,1,8,29/12/2024,17:39:50,Dine In,QR Pay,8
14,Cantonise Yi Mee,1,6.5,29/12/2024,17:43:24,Take Out,QR Pay,6.5
9M,Salt Egg Mala Sauce Duck,1,9,29/12/2024,17:43:24,Take Out,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,29/12/2024,17:44:13,Take Out,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,29/12/2024,17:44:13,Take Out,QR Pay,9
7A,Honey Sauce Chicken,1,8,29/12/2024,17:44:13,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,29/12/2024,17:45:41,Dine In,QR Pay,6.5
11B,Fried Fish Ball (7 pcs),1,5,29/12/2024,17:45:41,Dine In,QR Pay,5
14,Cantonise Yi Mee,1,6.5,29/12/2024,17:48:26,Take Out,QR Pay,6.5
5B,Thai Patpet Sauce Fish,1,9,29/12/2024,17:58:01,Take Out,QR Pay,9
14,Cantonise Yi Mee,1,6.5,30/12/2024,11:02:32,Dine In,Cash,6.5
2B,Sweet & Sour Sauce Fish,1,8,30/12/2024,11:02:32,Dine In,Cash,8
9M,Salt Egg Mala Sauce Duck,1,9,30/12/2024,11:02:32,Dine In,Cash,9
1B,Salt Egg Butter Milk Fish,1,9,30/12/2024,11:03:11,Take Out,QR Pay,9
8B,Black Paper Sauce Fish,1,9,30/12/2024,11:03:11,Take Out,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,30/12/2024,11:03:11,Take Out,QR Pay,5
1B,Salt Egg Butter Milk Fish,1,9,30/12/2024,11:06:47,Dine In,QR Pay,9
4A,Gong Bao Sauce Chicken,1,7,30/12/2024,11:06:47,Dine In,QR Pay,7
11A,Fried Chicken Roll (2 pcs),1,5,30/12/2024,11:06:47,Dine In,QR Pay,5
4B,Gong Bao Sauce Fish,1,8,30/12/2024,11:17:55,Take Out,QR Pay,8
5A,Thai Patpet Sauce Chicken,1,8,30/12/2024,11:18:16,Take Out,QR Pay,8
7A,Honey Sauce Chicken,1,8,30/12/2024,11:18:16,Take Out,QR Pay,8
7B,Honey Sauce Fish,1,9,30/12/2024,11:22:23,Dine In,Cash,9
8B,Black Paper Sauce Fish,1,9,30/12/2024,11:29:08,Dine In,Cash,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,30/12/2024,11:29:08,Dine In,Cash,5
5B,Thai Patpet Sauce Fish,1,9,30/12/2024,11:29:08,Dine In,Cash,9
5A,Thai Patpet Sauce Chicken,1,8,30/12/2024,11:31:57,Dine In,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,30/12/2024,11:35:57,Take Out,QR Pay,6.5
7B,Honey Sauce Fish,1,9,30/12/2024,11:39:09,Dine In,QR Pay,9
1A,Salt Egg Butter Milk Chicken,2,8,30/12/2024,11:42:06,Dine In,Cash,16
2B,Sweet & Sour Sauce Fish,1,8,30/12/2024,11:42:06,Dine In,Cash,8
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,30/12/2024,11:45:52,Dine In,QR Pay,8.5
6B,Si Chuan Mala Sauce Fish,1,9,30/12/2024,11:45:52,Dine In,QR Pay,9
